Record_ID;Country;Procurement_Platform;Platform_Tender_ID;NEN_ID;Internal_Reference_IDs;Master_Tender_Name;Tender_Title_or_Lot;Contracting_Authority;Publication_Year;Procurement_Type;Priority_or_Sample_Role;Initial_Metadata_Code;Vehicle_Context;Detail_URL;Documents_URL;Explanations_URL;Result_or_Award_URL;Source_URL;Documents_Reviewed;Document_Completeness;Explicit_CV_Cybersecurity_Code;Digital_Exposure_Code;Overall_Finding_Class;Direct_Cybersecurity_Requirement;R155_R156_Referenced;Telematics_or_Remote_Access;Location_or_Operational_Data;Supplier_Risk_or_Certification;Data_Deletion_or_Deactivation;kybernetická bezpečnost;zranitelnost;bezpečnostní aktualizace;aktualizace softwaru;OTA;telematika;vzdálená diagnostika;vzdálený přístup;cloud;API;GPS;lokalizační data;provozní data;mobilní aplikace;R155;R156;CSMS;SUMS;incident;dodavatelské riziko;mazání dat;deaktivace služeb;Keyword_Score;Any_Explicit_Cybersecurity;Key_Positive_Evidence;Key_Missing_Cyber_Items;Recommendation_Needed;Short_Conclusion;Analyst_Notes
CZ-N006-25-V00036086;Czech Republic;NEN;N006/25/V00036086;N006/25/V00036086;"PCR18ETRpo43871591; KRPL-98210-3/ČJ-2025-1800VZ; MV-94139-33/VZ-2024";Delivery of 17 Škoda Kodiaq vehicles in commercial configuration with hidden warning equipment;Delivery of 17 Škoda Kodiaq vehicles in commercial configuration with hidden warning equipment;Police Regional Directorate;2025;Direct acquisition;High;0;17 Škoda Kodiaq Selection 2.0 TSI 150 kW 4x4 vehicles with hidden VRZ warning equipment;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036086;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036086/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036086/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036086/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036086;PROVADECI SMLOUVA KODIAQ KOMERCNI S VRZ 17KS.pdf, 16 pp.;"Partial: contract body readable; technical specification and price annexes on pp. 6-16 largely redacted/illegible; framework agreement not provided";0;0;No visible connected-vehicle cybersecurity or digital exposure marker;No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Contract p.1 identifies implementing contract and internal references; p.2 lists 17 Škoda Kodiaq vehicles with hidden VRZ; pp.3-4 include supplier insolvency/sanctions termination grounds";No R155/R156, CSMS/SUMS, cybersecurity, software update, OTA, telematics, diagnostics, GPS/location, cloud/API, data deletion or service deactivation visible;No;"Readable documents show vehicle supply only; no explicit cybersecurity requirement and no connected-vehicle digital functions visible";"Assessment limited to uploaded PDF; annex text appears redacted/illegible, so hidden technical details cannot be assessed"
CZ-N006-26-V00010804;Czech Republic;NEN;N006/26/V00010804;N006/26/V00010804;"KRPA-99680-6/ČJ-2026-0000VZ-Z; PCR00ETRPO92783463";Service and repairs of police service transport assets 2026-2029;Service and repairs of police service transport assets 2026-2029;Prague Police Regional Directorate;2026;Service / repair;Medium;0;742 police service vehicles incl. EVs, hidden VRZ, IZS/special equipment, diagnostics and ADAS calibration;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00010804;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00010804/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00010804/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00010804/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00010804;"99680-6 Zadávací podmínky; Návrh smlouvy; Seznam SDP; Krycí list; Čestné prohlášení 833/2014; Vysvětlení ZD č.1";"Complete for uploaded package; award/result document not provided";1;2;Digital vehicle servicing markers, no cybersecurity requirement;No;No;No;Yes;Yes;Yes;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;2;10;No;"Zadávací podmínky p.8: diagnostic devices for ECUs, ADAS, EV diagnostics; p.9 and smlouva: VIN, odometer, service history data; p.14: GPS coordinates for service-centre distance; p.8/14: HVT deactivation/activation of HV system";No cyber security, vulnerability, OTA, telematics, remote access, cloud/API, R155/R156, CSMS/SUMS, security updates, data erasure obligations;No;Procurement contains vehicle diagnostic/EV/ADAS and operational-data requirements but no explicit connected-vehicle cybersecurity requirement.;"Software-update score is indirect only because contract requires provider diagnostic system to be updated by manufacturer; deactivation relates HV system, not digital services."
CZ-N006-26-V00012883;Czech Republic;NEN;N006/26/V00012883;N006/26/V00012883;"HSUL-2102-4/ÚE-2026; HSUL-2102/ÚE-2026; Rámcová smlouva 2026156; HZSUX00D8QVT";Tyres and tyre-service work for HZS Ústí vehicles 2026-2027;Tyres and tyre-service work for HZS Ústí vehicles 2026-2027;Fire Rescue Service of Ústí Region;2026;Vehicle-related service;Low;0;"Tyres and tyre-service work for HZS Ústí passenger and heavy vehicles; mobile tyre-service option; route/distance cost calculation";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012883;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012883/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012883/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012883/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012883;"04 Výzva k podání nabídek - pneu+pneuservis.pdf; 04a Specifikační listina - pneumatiky 2026.pdf/doc; 04b Návrh RS 2026156 - nákl pneu+pneuservis.pdf/docx; 04c Čestné prohlášení dle §74.docx; 04d Čestné prohlášení o dodrž. mez. sankcí.doc";"Core uploaded tender documents reviewed; NEN explanations and result/award pages not provided as documents";1;1;"No CV cybersecurity requirements; low non-connected digital exposure";No;No;No;Yes;Yes;No;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;5;No;"Specifikace p.4-7 and Výzva p.2: mobile service and Google Maps distance from HZS dislocations; Contract Art X: GDPR/publication and supplier conflict notice; sanctions declaration covers restricted suppliers";No cyber, software update, OTA, telematics, remote diagnostics/access, cloud/API, R155/R156, CSMS/SUMS, data deletion/deactivation requirements;No;"Procurement is for tyres and tyre-service work only; digital elements are administrative/route-calculation, not connected-vehicle cybersecurity";"Do not treat public-safety wording or electronic submission as cybersecurity; Google Maps route calculation is not vehicle GPS/telematics"
CZ-N006-26-V00012882;Czech Republic;NEN;N006/26/V00012882;N006/26/V00012882;"HSUL-2335-4/ÚE-2026; HZSUX00D8QPN; HSUL-2335/ÚE-2026; HSUL-1761/ÚE-2026; Rámcová smlouva č. 2026088";Technical inspections and emissions measurements for HZS Ústí vehicles 2026-2028;Technical inspections and emissions measurements for HZS Ústí vehicles 2026-2028;Fire Rescue Service of Ústí Region;2026;Service / inspection;Medium;0;"Vehicle STK/ME inspections for KŘ HZS Ústí; M1/O1/N1 vehicles up to 3500 kg; estimated 12 vehicles/year";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012882;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012882/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012882/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012882/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00012882;"04 Výzva k podání nabídek - KŘ-STK-ME.pdf; 04a Spec_listina_STK-emise - KŘ.pdf; 04b RS 2026088 - STK+ME - KŘ.pdf/docx; 04c Čestné prohlášení dle §74.docx; 04d Čestné prohláš_ o dodrž_ mez_sankcí.doc";"All supplied procurement documents reviewed; no award/result or explanations document supplied beyond URLs";1;1;"No connected-vehicle cybersecurity requirement; low digital exposure via inspection/diagnostic tools and online administration";No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Framework contract Art. V.5 requires approved/calibrated diagnostic equipment; Art. II.4 permits online reservations; tender/specification use Google Maps for distance; qualification/sanctions declarations address supplier eligibility";No cyber security, vulnerability, software update, OTA, telematics, remote access, cloud/API, GPS/location data, R155/R156, CSMS/SUMS, incident handling, data deletion or service deactivation requirements;No;"Service-only STK/emissions procurement with no visible CV-cybersecurity obligations; supplier-risk references are general procurement/sanctions only";Do not treat diagnostic equipment, online reservation, Google Maps distance check, e-mail/NEN/data-box communication or GDPR/publication clauses as cybersecurity requirements
CZ-N006-26-V00004405;Czech Republic;NEN;N006/26/V00004405;N006/26/V00004405;"VZ/01/2026; HSCB-608/2026 KŘ; PSM/1469/2026; MV-32730-1/PO-IZS-2017; MVCRX03DSO45; TP-STS/14B-2017";Technical automobile, light weight category, one unit;FZŠ – Technický automobil hm. kategorie „L“ - 1 ks;Fire Rescue Service of South Bohemian Region;2026;Direct acquisition;High;0;1 ks technical automobile category L, special chemical fire-rescue vehicle;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00004405;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00004405/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00004405/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00004405/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-26-V00004405;"Zadávací podmínky; Příloha 1 Technické podmínky; Příloha 2 Seznam příslušenství; Příloha 3 TP-STS/14B-2017; Příloha 4 Kupní smlouva; Přílohy 5-7 forms/prohlášení";"Uploaded documents reviewed; XLSX not accessible in tool, PDF equivalents/forms reviewed";2;2;"ICT/GPS and vehicle communication equipment present; no cybersecurity requirement";No;No;Unclear;Yes;Yes;No;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;6;No;"Tech podm. p.1-2: autorádio Bluetooth; camera records vehicle operation; digital terminal with GPS receiver/antenna. TP-STS/14B p.1-3: mobile phone, tablet, navigation, data/communication/recording devices; UTP cables. Zadávací podmínky p.2: all communication means supplied by authority. RUSKO declaration: subcontractor/sanctions exclusions.";No kybernetická bezpečnost, vulnerabilities, security updates, OTA, cloud/API, R155/R156, CSMS/SUMS, incident handling, data deletion or service deactivation obligations visible.;No;Procurement contains vehicle ICT/location markers but no explicit connected-vehicle cybersecurity controls.;"Treat GPS/location and operational recording as digital exposure only; BOZP and general safety/certification are not cybersecurity."
UK-RM6353;United Kingdom;Find a Tender / GCA-CCS;RM6353;;"RM6353; Notice identifier 2025/S 000-002027; OCID ocds-h6vhtk-04d509";Tyres, Glass & Telematics;Lot 4 - Supply of vehicle telematics hardware, software and associated products;Crown Commercial Service;2025;Comparative sample;UK comparator;;"Lot 4 is vehicle telematics hardware/software; Cyber Essentials and Security Requirement and Plan are visible in notice text.";https://www.find-tender.service.gov.uk/Notice/002027-2025;https://www.contractsfinder.service.gov.uk/Notice/a9eb91f0-56a0-4d17-833f-a2bcb13a7ac2;;;https://www.find-tender.service.gov.uk/Notice/002027-2025;"002027-2025.pdf; RM6353 Framework Schedule.pdf; RM6353 Joint Schedule.pdf; Core-terms.docx; RM6353 Call-Off Schedule.pdf";"Core procurement documents reviewed; no result/award document supplied.";4;3;Explicit connected-vehicle telematics with cybersecurity and security-plan requirements;Yes;No;Yes;Yes;Yes;Yes;3;3;3;2;2;2;0;2;1;1;2;2;2;1;0;0;0;0;3;3;3;2;37;Yes;"Notice p7-8 requires Cyber Essentials certification and Security Requirement and Plan; Framework Schedule 1 s6 requires telematics data/platform, GPS, OTAP, secure encrypted platform; Call-Off Schedule 9 p92-107 requires Security Management Plan, breach process, vulnerability patching; Core Terms cl14 requires secure systems and secure erase.";"No R155/R156/CSMS/SUMS; no explicit API term; no explicit cloud term; no vehicle type-approval cybersecurity regulation references.";No;Strong positive comparator: vehicle telematics procurement explicitly carries cyber/security requirements including Cyber Essentials, secure/encrypted telematics platform, vulnerability patching, supplier security risk controls, and data erasure/deactivation provisions.;"Codes based only on visible uploaded documents; cybersecurity duties are explicit but mostly generic ICT/security controls applied to vehicle telematics, not UNECE R155/R156 type-approval language."
UK-RM6315;United Kingdom;Find a Tender / GCA-CCS;RM6315;;"Framework Ref RM6315; Core Terms v3.0.11; Framework Schedule 1 Specification v1.0; Call-Off Schedules v1.0";Vehicle Telematics Solutions;Vehicle Telematics Solutions;Crown Commercial Service;2024;Comparative sample;UK comparator;;Telematics hardware/software, real-time vehicle data, specialist/heavy vehicles, covert operations and blue-light fleet/incident management.;https://www.crowncommercial.gov.uk/news/ccs-vehicle-telematics-solutions-agreement-live;https://assets.crowncommercial.gov.uk/wp-content/uploads/RM6315-Framework-Schedule-1-Specification-v1.0.docx;;;https://www.crowncommercial.gov.uk/news/ccs-vehicle-telematics-solutions-agreement-live;"all-contract-terms-and-conditions-for-a-call-off.pdf; RM6315-Joint-Schedule-12-Embedded-document-Supply-Chain-Visibility-v.1.0.pdf";"Provided package includes all-contract terms with embedded Framework Schedule 1 Specification plus supply-chain visibility document; original DOCX at Documents_URL not separately uploaded.";4;3;Connected-vehicle telematics procurement with explicit ICT/security and telematics-platform security requirements.;Yes;No;Yes;Yes;Yes;Yes;3;3;3;3;2;2;1;2;1;0;2;2;2;0;0;0;0;0;3;3;3;3;38;Yes;"Spec p8-12: telematics data recorded/stored/transmitted; GPS live visibility; OTAP software updates; platform secure/encrypted; data held securely. Call-Off Sch 9 p7-20: ISMS, incident response, vulnerability management, security patches, secure erase.";"R155/R156, CSMS/SUMS and explicit automotive cyber-regulation references absent; API and mobile app not visible.";No;Strong comparator: explicit connected-vehicle data flows plus explicit general ICT/security controls, but no UNECE vehicle-cybersecurity framework references.;Security requirements are mostly generic ICT/ISMS and data-security clauses, with some telematics-specific security in platform/data clauses.
UK-RM6265;United Kingdom;Find a Tender / GCA-CCS;RM6265;;"FTS Notice 030726-2022; Framework Ref RM6265";Vehicle Hire Solutions;"Vehicle Hire Solutions; all Lots 1-5";Crown Commercial Service;2022/2023;Comparative sample;UK comparator;;"Vehicle hire framework; Cyber Essentials visible in notice text.";https://www.find-tender.service.gov.uk/Notice/030726-2022;https://www.contractsfinder.service.gov.uk/Notice/f5580561-f493-48e5-bfb7-dd9dbc69d09b;;;https://www.find-tender.service.gov.uk/Notice/030726-2022;"RM6265-all-Framework-Schedules.pdf; RM6265-all-Joint-Schedules.pdf; RM6265-Core-terms-v3.0.11.docx; RM6265-Creating-a-Call-Off-Contract-using-Standard-Order-Form.odt; RM6265-Framework-Award-Form-v3.11.docx; Dos-and-Donts-for-Creating-a-Call-off-under-RM6265.odt; RM6265-all-Call-off-schedules.pdf";"Provided contract documents reviewed; external notice and Contract Finder webpages not reviewed as documents.";3;3;"General cybersecurity and data-security controls plus car-share digital exposure; no connected-vehicle-specific cyber requirement.";Yes;No;Yes;Yes;Yes;Yes;3;3;3;3;0;1;0;1;0;0;1;1;2;0;0;0;0;0;3;3;3;0;27;Yes;"Framework Schedule 9 p71-73: Cyber Essentials certificate required; Call-Off Schedule 9 p114-129: security management, breach, vulnerabilities and security patching; Framework Schedule 1 p1,p25: car share technology, journey tracking and online booking; Core Terms cl.14.8: secure erase/destroy Government Data.";No R155/R156, CSMS/SUMS, OTA, vehicle cybersecurity engineering, remote diagnostics, API/cloud/mobile app, or explicit connected-vehicle cyber controls found.;Yes;Comparator shows general supplier cyber controls and digital vehicle-hire/car-share functions, but not CV-specific cybersecurity requirements.;"Cybersecurity is contractual/general ICT security, not vehicle-embedded or UNECE-specific; car-share journey tracking raises digital exposure."
UK-RM6244;United Kingdom;Find a Tender / GCA-CCS;RM6244;;;Purchase of Standard and Specialist Vehicles;Purchase of Standard and Specialist Vehicles;Government Commercial Agency / CCS;2022-2026 agreement;Comparative sample;UK comparator;;Framework for standard/specialist vehicles incl. blue-light emergency vehicles, Fleet Portal, vehicle connectivity, CANBus/on-board data, telematics and transmitting/SIM devices.;https://www.crowncommercial.gov.uk/agreements/RM6244;https://assets.crowncommercial.gov.uk/wp-content/uploads/RM6244-Purchase-of-Standard-and-Specialist-Vehicles-Buyer-Guide.odt;;;https://www.crowncommercial.gov.uk/agreements/RM6244;"Core Terms v3.0.11.1; Further Competition Template 211122; Joint Schedule 1 Definitions v3.10; RM6244 Call-Off Schedule; RM6244 Framework Schedule; RM6244 Joint Schedule; RM6244 Buyer Guide";"Framework-level documents reviewed; no executed call-off contract, supplier-specific Framework Award Form or buyer-specific Statement of Requirements provided.";3;3;ICT/telematics/software present with general cybersecurity controls, but no vehicle-cybersecurity regulation requirement.;Yes;No;Yes;Yes;Yes;Yes;3;3;3;3;0;2;0;0;0;0;0;0;2;0;0;0;0;0;3;3;3;3;28;Yes;"Framework Schedule p12 Vehicle Connectivity: on-board data systems, CANBus, operational data, transmitting/SIM device data use/removal/disable; Call-Off Schedule 9 pp34,42-45: ISMS, security patches, vulnerability handling, secure erase; Framework Schedule 9 pp67-68: Cyber Essentials.";R155/R156, CSMS/SUMS, OTA, GPS/location data, mobile app, API/cloud and connected-vehicle-specific cyber testing/update obligations not visible.;Yes;RM6244 is useful as a UK comparator: it exposes connected-vehicle data/telematics and general cyber controls, but does not visibly require UNECE R155/R156 or vehicle-specific vulnerability/update management.;"Cybersecurity is explicit mainly at ICT/Government Data and Cyber Essentials level; vehicle connectivity clauses require data/confidentiality and disablement transparency, not explicit vehicle cybersecurity assurance."
NL-TN-575005-publicatie-414298;Netherlands;TenderNed;TN-575005 / publicatie 414298;;"CGD-SIV-2022; procedure abd68730-bdc8-4778-af3d-cfd9b5c34ff6; contract NP0031220; notice 2d692ed7-2454-4e43-852a-5dd76052e43e-01";Recognisable SIV police vehicles (CGD-SIV-2022);CGD Snelle interventie voertuigen 2022;Politie;2026;Comparative sample;NL comparator;;Police vehicles, IV/ICT means, police-confidential data, explicit award criterion Informatiebeveiliging, cyberveiligheid and cyber-espionage risk.;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/414298/pdf;"Use TenderNed page if accessible: https://www.tenderned.nl/aankondigingen/overzicht ; search publication 414298 or CGD-SIV-2022";;;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/414298/pdf;TN575005 - EF31 Aankondiging gegunde opdracht - defensierichtlijn, standaardregeling 20260304042614.pdf;"Only award notice/publication reviewed; underlying tender documentation, annexes, detailed requirements and contract text not provided.";4;3;Strong explicit CV cybersecurity/information-security comparator;Yes;No;Yes;Yes;Yes;No;3;1;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;1;1;0;0;11;Yes;"Award notice p.1-4: SIVs include IV/ICT means; processed data, location data and other data are Police-confidential; security risk if available to third parties; criterion 4 Informatiebeveiliging values cyberveiligheid and cyber-espionage risk. ";R155/R156, CSMS/SUMS, OTA, software/security updates, vulnerability management, remote access/diagnostics, API/cloud, mobile app, data deletion/deactivation not visible in reviewed notice.;Yes;Very strong positive comparator: vehicle procurement explicitly connects police vehicle data/ICT exposure with information security, cyber safety and cyber-espionage risk, but detailed cyber controls are not visible in the provided award notice.;"Do not treat absent detailed controls as absent from the procurement overall because only the award notice was provided; underlying tender documents may contain more specific requirements."
NL-publicatie-365028-procedure-54cd0066-761;Netherlands;TenderNed;publicatie 365028 / procedure 54cd0066-7613-44f3-842c-e65bbe1e5ad8;;"54cd0066-7613-44f3-842c-e65bbe1e5ad8; 440923; LOT-0000; 75fc7161-dab9-4e8c-a7cb-5763320bb4c8-02";National navigation, vehicle tracking and trip-registration systems;National navigation, vehicle tracking and trip-registration systems;ProRail B.V.;2025;Comparative sample;NL comparator;;Vehicle tracking, driver identification, fleet-management system, navigation app, software/ICT components and interfaces.;https://tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/365028/pdf;Award publication: https://tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/374891/pdf;;;https://tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/365028/pdf;TN440923 - EF17 Aankondiging van een opdracht - sectorale richtlijn, standaardregeling 20250124093001.pdf;"Only contract notice reviewed; underlying tender guide, specifications, NvI and award publication not provided.";2;3;ICT/telematics/software present, no explicit cybersecurity;No;No;Yes;Yes;No;No;0;0;0;1;0;2;0;1;0;1;2;1;2;2;0;0;0;0;0;0;0;0;12;No;"Notice p.1-2: vehicle tracking, driver identification, fleet-management, navigation app for emergency/help-service vehicles, software/ICT components and interfaces; CPV includes GPS and software/information systems.";Cybersecurity, vulnerabilities, security updates, OTA, R155/R156, CSMS/SUMS, incident handling, supplier cyber risk, data deletion/deactivation not visible.;Yes;Strong digital/telematics exposure, but no visible cybersecurity requirement in the provided notice.;"Software update coded 1 because software/ICT management is stated, but no update/security-update obligation is visible; API coded 1 because only interfaces are mentioned, not APIs."
NL-publicatie-323126;Netherlands;TenderNed;publicatie 323126;;"TN-448189; dd624a0b-e8a9-4925-9208-891a99bdf4b8; EA Leasen en huren van auto's";Lease vehicles / 24/7 organisation and digital information system for fleet;Leasen en huren van auto's t.b.v. het UMCG;UMCG or public health organisation visible in publication text;0;Comparative sample;NL comparator;;Experience with supplying vehicles to a 24/7 organisation, implementing a digital information system for a fleet, and information-security management system, e.g. ISO 27001.;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/323126/pdf;Search TenderNed by publication 323126 for all documents.;;;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/323126/pdf;TN448189 - EF16 Aankondiging van een opdracht - algemene richtlijn, standaardregeling 20240119090452.pdf;"Document uploaded is TenderNed publication TN-448189 notice, not publicatie 323126; full TenderNed document package not provided.";3;2;"General information-security requirement in fleet leasing procurement; no connected-vehicle-specific cybersecurity.";Yes;No;No;Unclear;Yes;No;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;7;Yes;"Notice p.4: requires an information-security management system, evidence e.g. ISO 27001; p.4: digital information system for fleet; p.5: car rental reservation including app.";No R155/R156, OTA, vulnerability, software-update, telematics, GPS/location-data, remote diagnostics, data deletion or deactivation requirements visible.;Yes;Useful comparator: explicit general information-security management requirement appears alongside a fleet digital information system, but vehicle-cybersecurity and connected-vehicle controls are absent.;"Master identity preserved as supplied despite uploaded notice showing TN-448189 and 2024 UMCG publication details; coded only from uploaded document."
NL-publicatie-document-406685;Netherlands;TenderNed;publicatie/document 406685;;"document 13510443; PSA versie 1.01; datum 17-12-2025";Application landscape for waste service, incl. fleet-management and vehicles;Application landscape for waste service, incl. fleet-management and vehicles;Gemeente ’s-Hertogenbosch;2025/2026;Comparative sample;NL comparator;0;SaaS, APIs, vehicle resources, on-board computers, data exchange, BIO/BIO2 information-security and privacy frameworks.;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/406685/documenten/13510443/content;Search TenderNed by publication 406685 for the procurement package.;;;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/406685/documenten/13510443/content;Bijlage 4 - Project Start Architectuur Bedrijfssoftware AFV.pdf;"Document incomplete for full package: only uploaded PSA reviewed; other TenderNed documents not provided.";3;3;"General SaaS/information-security requirements with fleet/on-board-computer integrations; no connected-vehicle-specific cybersecurity.";Yes;No;Yes;Yes;Yes;No;3;0;1;2;0;1;0;1;2;2;0;1;2;2;0;0;0;0;1;3;0;0;21;Yes;"PSA p.25 lists vehicle/fleet components incl. routeoptimalisatie, boordcomputer systems Welvaarts/JAMA/AE and WasteVision; p.27-31 requires STOSAG/API/integration standards incl. vehicles, BAG API, OpenAPI, TLS/HTTPS/HSTS; p.32-35 requires BIO/BIO2 information security, ISO27001 for SaaS supplier/hosting, web-app security guidelines, audit logs, TLS/headers, supplier-chain security and SLA controls. ";No R155/R156, CSMS/SUMS, OTA, vulnerability management, vehicle cyber-risk assessment, secure vehicle diagnostics, secure software-update management, data deletion/deactivation requirements visible.;Yes;Strong ICT/SaaS cybersecurity comparator for municipal fleet operations, but cybersecurity is framed around information systems and integrations rather than vehicle-specific cyber regulation.;"Do not code as connected-vehicle cybersecurity requirement; code as general information-security requirement attached to SaaS ERP/fleet-operation integrations."
NL-document-3424829-publicatie-137453;Netherlands;TenderNed;document 3424829 / publicatie 137453;;AICT-2017-0003;Optimisation of waste-collection processes and fleet-management system;Optimisation of waste-collection processes and fleet-management system;Gemeente Amsterdam;2018;Comparative sample;NL comparator;;Vehicle data, CAN-bus optional connection, fleet-management system, municipal information-security baseline BIG/ISO 27001/27002.;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/137453/documenten/3424829/content;Search TenderNed by publication 137453 for the procurement package.;;;https://www.tenderned.nl/papi/tenderned-rs-tns/v2/publicaties/137453/documenten/3424829/content;Selectieleidraad Optimalisatie afvalinzameling 1.0.pdf, 75 pp.;"Partial: only selectieleidraad reviewed; separate Bijlage 1 data sheet, Bijlage 3 product standards, Bijlage 6 GIBIT and later gunningsleidraad not provided.";3;3;Positive ICT/fleet-data comparator with explicit general information-security and ISMS requirements, but no vehicle-specific cyber regulation.;Yes;No;Yes;Yes;Yes;Yes;3;0;0;1;0;2;0;1;2;2;2;2;2;2;0;0;0;0;0;3;3;1;26;Yes;"Selectieleidraad p.8: hosted software, source-code/data rights and data destruction; p.29: navigation, vehicle tracking, CAN-bus telematics allowed; p.38-39: BIG/ISO 27001/27002 and system must comply with Amsterdam information-security policy; p.54: ISMS certified to NEN-ISO 27001 incl. subcontractors; p.39-41: API, hosting, webbased/SSO. ";No R155/R156, CSMS/SUMS, vulnerability handling, security-update/patching, OTA or connected-vehicle-specific cybersecurity obligations visible.;Yes;Strong older comparator: procurement explicitly controls ICT/security for a fleet-management and vehicle-data platform, but cybersecurity is general municipal ICT security rather than connected-vehicle-specific.;"Do not code as R155/R156 or vehicle cybersecurity; classify as general ICT/information-security requirement with high digital exposure from GPS/tracking/API/hosting/CAN-bus optional integration."
